arquivo,aba,linha,embarcacao,numeroSerie,marca,modelo,capacidade,tipoPack,dataFabrico,armador,dataInspecao,observacao,raw
AZ25-008 CORAL DA HORTA.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 209 | 208 | 0.004784688995215336 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-008 CORAL DA HORTA.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,2021-07-15,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 2021-07-15 |  |  |  |  |  |  |  | 
AZ25-008 CORAL DA HORTA.xlsx,QUADRO,81,,,,,,,,,2025-01-03,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-01-03 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-01-17,, |  | Emengency pack: |  |  |  | COASTAL |  | XDC5FD34K616 |  | 2026-01-17 00:00:00 |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,47,,,,,,,,,2025-01-16,, |  | 2025-01-16 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-01-16 00:00:00 |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | XDC5FD34K616 | NAVIO: | ADILIO |  | MARCA/MODELO: | ZODIAC COASTAL PT |  | 6 |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | COASTAL |  |  |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 203 | 200 | 0.014778325123152691 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 11/2016 |  |  |  |  |  |  |  | 
AZ25-009 ADILIO.xlsx,QUADRO,81,,,,,,,,,2025-01-16,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-01-16 00:00:00 | Assinatura: |  |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-01-20,, |  | Emengency pack: |  |  |  | MIN |  | 5017330300314 |  | 2026-01-20 00:00:00 |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,47,,,,,,,,,2025-01-20,, |  | 2025-01-20 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-01-20 00:00:00 |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 5017330300314 | NAVIO: | ESTRELA |  | MARCA/MODELO: | RFD SEASAVA |  | 8 |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | MIN |  |  |  | 01/25 |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 89.7 | 87.9 | 0.02006688963210701 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  |  | DATA FABRICO: | 7-7-2016 |  |  |  |  |  |  |  | 
AZ25-010 ESTRELA.xlsx,QUADRO,81,,,,,,,,,2025-01-20,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-01-20 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,13,,,,,,,,,2021-09-01,, |  | Fabric type: |  |  |  | Length of painter: |  |  | 2021-09-01 00:00:00 | Max stowage height: |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-01-15,, |  | Emengency pack: |  |  |  | R |  | 50173303S7530 |  | 2026-01-15 00:00:00 |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,47,,,,,,,,,2025-01-15,, |  | 2025-01-15 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-01-15 00:00:00 |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,CERTIFICADO,81,,,,,,,,,2020-09-09,, |  |  |  |  | 2020-09-09 00:00:00 |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 50173303S7530 | NAVIO: | MESTRE VIEIRA |  | MARCA/MODELO: | RFD SEASAVA |  | 8 |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | R |  |  |  | 01/24 |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 84.9 | 82.9 | 0.02355712603062421 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 12/2009 |  |  |  |  |  |  |  | 
AZ25-011 MESTRE VIEIRA.xlsx,QUADRO,81,,,,,,,,,2025-01-15,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-01-15 00:00:00 | Assinatura: |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,12,,,,,,,,,07/07/2021,, |  | RFD SEASAVA |  |  |  | 8 |  | 5017330300346 |  | 07/07/2021 |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-01-28,, |  | Emengency pack: |  |  |  | R |  | 5017330300346 |  | 2026-01-28 00:00:00 |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,47,,,,,,,,,2025-01-27,, |  | 2025-01-27 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-01-27 00:00:00 |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 5017330300346 | NAVIO: | GRAÇAS A DEUS |  | MARCA/MODELO: | RFD SEASAVA |  | 8 |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | R |  |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 199 | 198 | 0.005025125628140725 | Notas                                                                 Remarks | HAMMAR H20 EXP 12/2025 |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,07/07/2021,, | Rampa |  |  |  | DATA FABRICO: | 07/07/2021 |  |  |  |  |  |  |  | 
AZ25-012 GRAÇAS A DEUS.xlsx,QUADRO,81,,,,,,,,,2025-01-27,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-01-27 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,,, |  | Emengency pack: |  |  |  | SIMPL |  | XDC1CY73C0000 |  | 01/2028 |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,47,,,,,,,,,2025-01-27,, |  | 2025-01-27 00:00:00 |  |  |  | OREY |  |  |  | 2028-01-27 00:00:00 |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  | 
AZ25-013 RATINHO.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-02-18,, |  | Emengency pack: |  |  |  | < 24H |  | 79210383 |  | 2028-02-18 00:00:00 |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,47,,,,,,,,,2025-02-17,, |  | 2025-02-17 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-02-17 00:00:00 |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 79210383 | NAVIO: | TERRA MAR |  | MARCA/MODELO: | EUROVINIL |  | 8 |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | < 24H |  |  |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  | 8.075 |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 72.8 | 71.8 | 0.013736263736263687 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 11/2020 |  |  |  |  |  |  |  | 
AZ25-014 TERRA MAR.xlsx,QUADRO,81,,,,,,,,,2025-02-17,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-02-17 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-02-26,, |  | Emengency pack: |  |  |  | < 24H |  | 791900023 |  | 2028-02-26 00:00:00 |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,47,,,,,,,,,2025-02-25,, |  | 2025-02-25 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-02-25 00:00:00 |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 791900023 | NAVIO: | ZIFIO |  | MARCA/MODELO: | EUROVINIL ISO 9650-2 |  | 10 |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | < 24H |  |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 56.9 | 56.1 | 0.014059753954305698 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 12-09-2018 |  |  |  |  |  |  |  | 
AZ25-016 ZIFIO A.xlsx,QUADRO,81,,,,,,,,,2025-02-25,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-02-25 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-02-26,, |  | Emengency pack: |  |  |  | < 24H |  | 791900024 |  | 2028-02-26 00:00:00 |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,47,,,,,,,,,2025-02-25,, |  | 2025-02-25 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-02-25 00:00:00 |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 791900024 | NAVIO: | ZIFIO |  | MARCA/MODELO: | EUROVINIL ISO 9650-2 |  | 10 |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | < 24H |  |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 56.9 | 56.1 | 0.014059753954305698 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 12-09-2018 |  |  |  |  |  |  |  | 
AZ25-017 ZIFIO B.xlsx,QUADRO,81,,,,,,,,,2025-02-25,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-02-25 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-02-17,, |  | Emengency pack: |  |  |  | STD |  | 57068SN00011439 |  | 2028-02-17 00:00:00 |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,47,,,,,,,,,2025-02-16,, |  | 2025-02-16 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-02-16 00:00:00 |  |  |  |  |  | 
AZ25-018 MARIA PIA.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
